Text,Sarcasm Label,clean_text,label
জামাতে ইসলামের সময় তখন বেশি একটা ভালো ছিলো নাহ তাই হয়তো বা,Sarcastic,জামাতে ইসলামের সময় তখন বেশি একটা ভালো ছিলো নাহ তাই হয়তো বা,1
এ বছর সেন্টমার্টিন যাওয়া হয়নি গতবছরও ব্যস্ততার কারণে যাইনি অবশ্য জীবনেও যাইনি,Sarcastic,এ বছর সেন্টমার্টিন যাওয়া হয়নি গতবছরও ব্যস্ততার কারণে যাইনি অবশ্য জীবনেও যাইনি,1
মহিষের গোস্ত কি পাওয়া যায় ?,Non-Sarcastic,মহিষের গোস্ত কি পাওয়া যায় ?,0
দালাল চলে এসেছে ।,Non-Sarcastic,দালাল চলে এসেছে ।,0
এর দোষ শুধু বিয়া এদেশের অনেক কোটিপতি শিল্পপতি ছিল তারাতো বিয়া করতে পারতো এই নাট্যকর্মী তাহসানের চেয়েও উপযুক্ত পাত্র পাইছে মনে হয় কাকা বাবুকে মিথিলা বুড়ো ফুলের ঘ্র্যান নিতে বেশ পছন্দ করে,Non-Sarcastic,এর দোষ শুধু বিয়া এদেশের অনেক কোটিপতি শিল্পপতি ছিল তারাতো বিয়া করতে পারতো এই নাট্যকর্মী তাহসানের চেয়েও উপযুক্ত পাত্র পাইছে মনে হয় কাকা বাবুকে মিথিলা বুড়ো ফুলের ঘ্র্যান নিতে বেশ পছন্দ করে,0
মাক্স আর সামাজিক দূরত্ব বজায় রেখে চললেই করোনা আটকানো সম্ভব না কারণ সত্তর বছর ধরে জাঙ্গিয়া পড়ে জনসংখ্যা আটকানো যায়নি !,Sarcastic,মাক্স আর সামাজিক দূরত্ব বজায় রেখে চললেই করোনা আটকানো সম্ভব না কারণ সত্তর বছর ধরে জাঙ্গিয়া পড়ে জনসংখ্যা আটকানো যায়নি !,1
তবে অন্যের করা দোষের রেফারেন্স দিয়ে তো আর নিজের দোষকে স্বীকৃতি দেয়া যায় না !,Non-Sarcastic,তবে অন্যের করা দোষের রেফারেন্স দিয়ে তো আর নিজের দোষকে স্বীকৃতি দেয়া যায় না !,0
ওরে জলু কাকু যতই করো ফাগুনের পত্তা ঘোষ করেছে বেগুন ভর্তা একদম পচিয়ে গলিয়ে দিয়েছে তো জলু এই যে যতই করো মনফাগুন সোনা আভি করবো বেগুন পোড়া তা জলু দাড়াও তোমায় পার্সেল করি বেগুন ভর্তা আর বেগুন পোড়া খাও আর বাতাসে গুনগুন ছাড়ো অন্য দিকে চলোয়,Sarcastic,ওরে জলু কাকু যতই করো ফাগুনের পত্তা ঘোষ করেছে বেগুন ভর্তা একদম পচিয়ে গলিয়ে দিয়েছে তো জলু এই যে যতই করো মনফাগুন সোনা আভি করবো বেগুন পোড়া তা জলু দাড়াও তোমায় পার্সেল করি বেগুন ভর্তা আর বেগুন পোড়া খাও আর বাতাসে গুনগুন ছাড়ো অন্য দিকে চলোয়,1
দোয়া করব সারাদিন যেন বৃষ্টি হয়,Non-Sarcastic,দোয়া করব সারাদিন যেন বৃষ্টি হয়,0
আমার বাসায় এরকম এই কালার এই ডিজাইন এরেই একটা ছিঁড়া মশারী আছে,Sarcastic,আমার বাসায় এরকম এই কালার এই ডিজাইন এরেই একটা ছিঁড়া মশারী আছে,1
ককটেল থেকে জাম্বুরা হয়ে কি পরিবর্তন !,Sarcastic,ককটেল থেকে জাম্বুরা হয়ে কি পরিবর্তন !,1
জানালার পর্দা এত পাতলা যে দিনের আলোতে জানালার রড গুলো ও দেখা যাচ্ছে,Non-Sarcastic,জানালার পর্দা এত পাতলা যে দিনের আলোতে জানালার রড গুলো ও দেখা যাচ্ছে,0
আপনি বেডা না বেডি,Sarcastic,আপনি বেডা না বেডি,1
আমরা হারিনি বিশ্ব ক্রিকেট হেরেছে । আমরা ভারতের কাছে হারিনি আই সি সির কাছে হেরেছি । ,Non-Sarcastic,আমরা হারিনি বিশ্ব ক্রিকেট হেরেছে । আমরা ভারতের কাছে হারিনি আই সি সির কাছে হেরেছি ।,0
তাদের দুজনকে সিংগেল জীবনে অভিনন্দন,Non-Sarcastic,তাদের দুজনকে সিংগেল জীবনে অভিনন্দন,0
ভাই দেশে ফিরে আয় । ফ্যামিলি ট্যুর শেষ হইছে তো এবার ।,Non-Sarcastic,ভাই দেশে ফিরে আয় । ফ্যামিলি ট্যুর শেষ হইছে তো এবার ।,0
বাংলাদেশ কোয়াডে যোগ দিলে চীনের সঙ্গে বাংলাদেশের দ্বিপক্ষীয় সম্পর্ক যথেষ্ট ক্ষতিগ্রস্ত হবে,Non-Sarcastic,বাংলাদেশ কোয়াডে যোগ দিলে চীনের সঙ্গে বাংলাদেশের দ্বিপক্ষীয় সম্পর্ক যথেষ্ট ক্ষতিগ্রস্ত হবে,0
উত্তর কোরিয়াও যুক্তরাষ্ট্রকে সহ্য করতে পারে না ।,Non-Sarcastic,উত্তর কোরিয়াও যুক্তরাষ্ট্রকে সহ্য করতে পারে না ।,0
চীনের কথা যুক্তরাষ্ট্র শুনবে আর ভারত বাংলাদেশের কথা শুনবে কি আশ্চর্য ! ।,Non-Sarcastic,চীনের কথা যুক্তরাষ্ট্র শুনবে আর ভারত বাংলাদেশের কথা শুনবে কি আশ্চর্য ! ।,0
চিপা দিয়ে ঠ্যাং বের করলেই এঞ্জেলিনা জোলি হওয়া যায় না রে !,Sarcastic,চিপা দিয়ে ঠ্যাং বের করলেই এঞ্জেলিনা জোলি হওয়া যায় না রে !,1
বাংলার এক মাত্র সুপার স্টার অভিনেত্রী হাসু আপা,Sarcastic,বাংলার এক মাত্র সুপার স্টার অভিনেত্রী হাসু আপা,1
কোমর হেলে দুলে নাচ গান করা আর দেশ পরিচালনা করার মধ্যে আকাশ জমিন পার্থক্য,Non-Sarcastic,কোমর হেলে দুলে নাচ গান করা আর দেশ পরিচালনা করার মধ্যে আকাশ জমিন পার্থক্য,0
মানে এই পোস্টে ও হাহা দিচ্ছে কেউ কেউ ! আজব মানুষ,Non-Sarcastic,মানে এই পোস্টে ও হাহা দিচ্ছে কেউ কেউ ! আজব মানুষ,0
জিলাপী গুলোর কারেন্ট কি বেশি ?,Sarcastic,জিলাপী গুলোর কারেন্ট কি বেশি ?,1
ইমনের বক্তব্য শুনে মনে হল সারেগামাপা দর্শকদের জন্য হয়নি । কম্পিটিটর এবং জাজমেন্ট দের জন্য এরপরে বছর থেকে আপনারা শো লাইভ দেখানো বন্ধ রাখবেন দর্শকদের সময়ও নষ্ট হবে না আপনারা নিজেদের মতন জাজমেন্ট করতে পারবেন এবং যাকে খুশি চ্যাম্পিয়ন করতে পারবেন তাতে দর্শকদের বলা কিছু থাকবেনা আর আপনাদের খারাপ কমপ্লিমেন্ট শুনতে হবে না,Non-Sarcastic,ইমনের বক্তব্য শুনে মনে হল সারেগামাপা দর্শকদের জন্য হয়নি । কম্পিটিটর এবং জাজমেন্ট দের জন্য এরপরে বছর থেকে আপনারা শো লাইভ দেখানো বন্ধ রাখবেন দর্শকদের সময়ও নষ্ট হবে না আপনারা নিজেদের মতন জাজমেন্ট করতে পারবেন এবং যাকে খুশি চ্যাম্পিয়ন করতে পারবেন তাতে দর্শকদের বলা কিছু থাকবেনা আর আপনাদের খারাপ কমপ্লিমেন্ট শুনতে হবে না,0
ছাত্রলীগের আয়ের উৎস কি ?,Non-Sarcastic,ছাত্রলীগের আয়ের উৎস কি ?,0
এই হরতাল কি শুধু বাংলাদেশে পালিত হবে নাকি পুরো ভারতবর্ষে না মানে নেতারা তো দিল্লীতে,Sarcastic,এই হরতাল কি শুধু বাংলাদেশে পালিত হবে নাকি পুরো ভারতবর্ষে না মানে নেতারা তো দিল্লীতে,1
মাওলানা সাহেব ঘরবাড়ি দোকানপাট অফিস আদালত ভাংচুর করলে হয় জিহাদ । আর তাকে গ্রেফতার করে রিমান্ডে নিলে হয় জুলুম ।,Non-Sarcastic,মাওলানা সাহেব ঘরবাড়ি দোকানপাট অফিস আদালত ভাংচুর করলে হয় জিহাদ । আর তাকে গ্রেফতার করে রিমান্ডে নিলে হয় জুলুম ।,0
ছুটবেলায় তুমিও আমার হাত দরে বড় হয়েছিলে কিন্তু সংবাদ সম্মেলন করি নি বলে সুদির ভাই গুলা নিউজ করে নাই,Sarcastic,ছুটবেলায় তুমিও আমার হাত দরে বড় হয়েছিলে কিন্তু সংবাদ সম্মেলন করি নি বলে সুদির ভাই গুলা নিউজ করে নাই,1
ক্ষুধা সহ্য করতে না পেরে সন্তান সহ আত্নহত্বা করেছে,Non-Sarcastic,ক্ষুধা সহ্য করতে না পেরে সন্তান সহ আত্নহত্বা করেছে,0
এসব বিশ্ববিদ্যালয় ত সন্ত্রাস আর যৌন কর্মী তৈরির কারখানা এখন,Non-Sarcastic,এসব বিশ্ববিদ্যালয় ত সন্ত্রাস আর যৌন কর্মী তৈরির কারখানা এখন,0
আচ্ছা আপনি মারা গেলেন কিভাবে ?,Sarcastic,আচ্ছা আপনি মারা গেলেন কিভাবে ?,1
আরো কিছু বিয়ে,Non-Sarcastic,আরো কিছু বিয়ে,0
মিয়া তোমগো টাকা বা পয়সা আছে দ্যাইখ্যা তোমরা ই চালাইবা ৷,Non-Sarcastic,মিয়া তোমগো টাকা বা পয়সা আছে দ্যাইখ্যা তোমরা ই চালাইবা ৷,0
সাকিব ছয় বার ম্যান অব দা ম্যাচ টেস্ট এ ।,Non-Sarcastic,সাকিব ছয় বার ম্যান অব দা ম্যাচ টেস্ট এ ।,0
এবার ওকে জামাই আদর করা হোক ?,Non-Sarcastic,এবার ওকে জামাই আদর করা হোক ?,0
আবির কি লুচু যে রুপে মজবে?,Sarcastic,আবির কি লুচু যে রুপে মজবে?,1
আমাকে এক জ্যোতিষী বলেছিল বড় হয়ে তুমি স্বল্প শিক্ষিত এক পাগলা গায়ক দেখবে এবং তার কিছুদিন পর আস্তে আস্তে তুমি কোটিপতি হয়ে যাবে । পাগলামি চালায় যা । আমার সুদিন আসতেছে,Sarcastic,আমাকে এক জ্যোতিষী বলেছিল বড় হয়ে তুমি স্বল্প শিক্ষিত এক পাগলা গায়ক দেখবে এবং তার কিছুদিন পর আস্তে আস্তে তুমি কোটিপতি হয়ে যাবে । পাগলামি চালায় যা । আমার সুদিন আসতেছে,1
মুছে যাক সব ইস্যু রয়ে যাক বসুন্ধরা ট্যিসু,Sarcastic,মুছে যাক সব ইস্যু রয়ে যাক বসুন্ধরা ট্যিসু,1
ওহ পরিমনি দিনে দিনে আপনার প্রতি ভালো লাগা আরো বেড়ে যাচ্ছে,Non-Sarcastic,ওহ পরিমনি দিনে দিনে আপনার প্রতি ভালো লাগা আরো বেড়ে যাচ্ছে,0
বিসিএস এক্সাম দিয়ে আসার পর থেকেই অসুস্থ আমি ।,Non-Sarcastic,বিসিএস এক্সাম দিয়ে আসার পর থেকেই অসুস্থ আমি ।,0
ভালো মেয়ে থাকলে বিয়ের পরে প্রেম করবে । খোঁজ নিয়ে দেখেন ওর দুইটা না বার টা আছে বার ভাতারি প্রো সে ।,Sarcastic,ভালো মেয়ে থাকলে বিয়ের পরে প্রেম করবে । খোঁজ নিয়ে দেখেন ওর দুইটা না বার টা আছে বার ভাতারি প্রো সে ।,1
ইয়া হাবিবি ইয়া উট পাখি ইয়া বাজপাখি ইয়া মরুভূমি ইয়া জেলেবি ইয়া ম্যাড়ি ।,Sarcastic,ইয়া হাবিবি ইয়া উট পাখি ইয়া বাজপাখি ইয়া মরুভূমি ইয়া জেলেবি ইয়া ম্যাড়ি ।,1
এই পোস্ট নিয়ে আমার তিনটা গুরুত্বপূর্ণ বক্তব্য আছে তা হলো আপনি উলটা পালটা ছবি পোস্ট করে অন্যায় করেছেন । যারা আপনাকে রেপ করার চেষ্টা করছিলো তারাও অন্যায় করেছে । আর আমি আপনার পেইজ ফলো করে আমিও অন্যায় করেছি,Non-Sarcastic,এই পোস্ট নিয়ে আমার তিনটা গুরুত্বপূর্ণ বক্তব্য আছে তা হলো আপনি উলটা পালটা ছবি পোস্ট করে অন্যায় করেছেন । যারা আপনাকে রেপ করার চেষ্টা করছিলো তারাও অন্যায় করেছে । আর আমি আপনার পেইজ ফলো করে আমিও অন্যায় করেছি,0
কঠোর ও রুক্ষ স্বভাবের মানুষ জান্নাতে প্রবেশ করবে না ।,Non-Sarcastic,কঠোর ও রুক্ষ স্বভাবের মানুষ জান্নাতে প্রবেশ করবে না ।,0
পোশাক দেখে নারীদের বিবেচনা না পোশাক দেখে মানুষকে বিবেচনা করতে হয় ছেড়া ফাটা পুরাতন ময়লা কালার ইত্যাদি না,Non-Sarcastic,পোশাক দেখে নারীদের বিবেচনা না পোশাক দেখে মানুষকে বিবেচনা করতে হয় ছেড়া ফাটা পুরাতন ময়লা কালার ইত্যাদি না,0
নেংটার নেই কাপড় হারানোর ভয় ।,Sarcastic,নেংটার নেই কাপড় হারানোর ভয় ।,1
বাইশশো টাকার জালেবি আমি খাইনা আমার নানার বাড়ীর কেউ খায় নায় দাদা বাড়ীরও কেউ খায় নায় আশেপাশের কেউ খায় নায় তাও তারা বেঁচে আছে আমি খেয়ে মরব নাকি,Sarcastic,বাইশশো টাকার জালেবি আমি খাইনা আমার নানার বাড়ীর কেউ খায় নায় দাদা বাড়ীরও কেউ খায় নায় আশেপাশের কেউ খায় নায় তাও তারা বেঁচে আছে আমি খেয়ে মরব নাকি,1
আফতাব ভাই আজ টিমে থাকলে আজ দুই বা তিন ছক্কা দেখতাম,Non-Sarcastic,আফতাব ভাই আজ টিমে থাকলে আজ দুই বা তিন ছক্কা দেখতাম,0
পুলিশ যখন বসে বসে ললিপপ খাই,Sarcastic,পুলিশ যখন বসে বসে ললিপপ খাই,1
এই পারিবারিক বন্ধন দেখে খুব ভাল লাগল । প্রতিটি পরিবারেই বন্ধন দৃঢ হোক,Non-Sarcastic,এই পারিবারিক বন্ধন দেখে খুব ভাল লাগল । প্রতিটি পরিবারেই বন্ধন দৃঢ হোক,0
টাঙ্গুয়ার হাওর বর্তমানে ভ্রমণপ্রিয় জেলাটি মানুষদের পছন্দের তালিকার শীর্ষস্থানীয় স্থান,Non-Sarcastic,টাঙ্গুয়ার হাওর বর্তমানে ভ্রমণপ্রিয় জেলাটি মানুষদের পছন্দের তালিকার শীর্ষস্থানীয় স্থান,0
মডেল হিংসার কারণ হবে এই ছবি,Sarcastic,মডেল হিংসার কারণ হবে এই ছবি,1
আরেকটা রাম দোলাই খাবা ।,Sarcastic,আরেকটা রাম দোলাই খাবা ।,1
সব খুললেও লকডাউন যেন না খুলে। ,Sarcastic,সব খুললেও লকডাউন যেন না খুলে।,1
পোস্ট ডিলিট কর ভেজাল হইবো,Sarcastic,পোস্ট ডিলিট কর ভেজাল হইবো,1
আজকালকার যেই যুগ মা বাবার সন্দেহ না করাটাই বরং খারাপ,Non-Sarcastic,আজকালকার যেই যুগ মা বাবার সন্দেহ না করাটাই বরং খারাপ,0
ভাইয়া বিশ্বকে দেখিয়ে দেওয়া যাবে তবে আপনাকে ঠান্ডা মাথায় ধৈর্য নিয়ে খেলতে হবে দয়া করে উপদেশ মনে করবেন না এটা আপনার এক ছোট ভাইয়ের অনুরোধ,Non-Sarcastic,ভাইয়া বিশ্বকে দেখিয়ে দেওয়া যাবে তবে আপনাকে ঠান্ডা মাথায় ধৈর্য নিয়ে খেলতে হবে দয়া করে উপদেশ মনে করবেন না এটা আপনার এক ছোট ভাইয়ের অনুরোধ,0
সম্পুর্ণ পড়ার অনুরোধ রইলো ।,Non-Sarcastic,সম্পুর্ণ পড়ার অনুরোধ রইলো ।,0
আগামী একশো বছরের জন্য মাশরাফি কে অধিনায়ক বানিয়ে দেয়া হোক । পঁচাশি বছর বয়সে মাশরাফি যদি হাতে লাঠি মুখে লাল পান আর ভেঙে যাওয়া শরীর নিয়ে মাঠের এক কোণায় দাড়ায়া থাকে এরপরেও বাংলাদেশ জিতে যাবে । ওরে দরকার বাংলাদেশের ক্রিকেটকে এগিয়ে নেয়ার জন্য এই একজন মানুষকে অনেক দরকার ।,Non-Sarcastic,আগামী একশো বছরের জন্য মাশরাফি কে অধিনায়ক বানিয়ে দেয়া হোক । পঁচাশি বছর বয়সে মাশরাফি যদি হাতে লাঠি মুখে লাল পান আর ভেঙে যাওয়া শরীর নিয়ে মাঠের এক কোণায় দাড়ায়া থাকে এরপরেও বাংলাদেশ জিতে যাবে । ওরে দরকার বাংলাদেশের ক্রিকেটকে এগিয়ে নেয়ার জন্য এই একজন মানুষকে অনেক দরকার ।,0
মেজাজ এখন চরমে আমি তখন গরমে এতক্ষণ ছিলাম কুল ছবি তো নয় যেন গুলিস্তানের ফাঁকা বাগান ।,Sarcastic,মেজাজ এখন চরমে আমি তখন গরমে এতক্ষণ ছিলাম কুল ছবি তো নয় যেন গুলিস্তানের ফাঁকা বাগান ।,1
শাহবাগে নাজমুল হোসেন শান্তর কাছে গণক্ষমা কর্মসূচি আয়োজনের ডাক !,Sarcastic,শাহবাগে নাজমুল হোসেন শান্তর কাছে গণক্ষমা কর্মসূচি আয়োজনের ডাক !,1
জিম্বাবুয়ে আছে বলেই বাংলাদেশ ক্রিকেট এখনো টিকে আছে,Non-Sarcastic,জিম্বাবুয়ে আছে বলেই বাংলাদেশ ক্রিকেট এখনো টিকে আছে,0
এমন তো হওয়ার কথা না মেসেজ দাও তো,Sarcastic,এমন তো হওয়ার কথা না মেসেজ দাও তো,1
তিনটি কাজ করা একেবারেই অসম্ভব এক হাতিকে কোলে বসানো দুই পিপড়ার ঠোঁটে লিপস্টিক লাগানো তিন মোহর ফ্যানদের প্রতিবাদ,Sarcastic,তিনটি কাজ করা একেবারেই অসম্ভব এক হাতিকে কোলে বসানো দুই পিপড়ার ঠোঁটে লিপস্টিক লাগানো তিন মোহর ফ্যানদের প্রতিবাদ,1
সব নতুন সিরিয়ালের নায়িকারাই যেকোনো কারণে প্রথমে এত ছোটে কেন বুঝতে পারিনা । তবে চিন্তা নেই প্রথম প্রথম ওই অনেক বড়ি বিক্রি ক্রিকেট খেলা অলিম্পিকে যাওয়ার স্বপ্ন দেখা অনেক কিছুই হবে । তারপর আর স্বপ্ন দেখার দরকার হবে না । কারণ বিরাট বড়লোক বাড়ির চরম উদ্ধত ছেলের সঙ্গে নায়িকার বিয়ে হয়ে যাবে তাও আবার সিঁদুর উড়ে এসে মাথায় পড়ে । তারপর সেই দিন থেকেই নায়িকা বরকে এবং তার পরিবারকে মানুষ করার কাজে নিজেকে উৎসর্গ করে দেবে । আমার কষ্ট করে এতগুলো শব্দ টাইপ করার পর চ্যানেলের কাছে একটাই প্রশ্ন তাহলে প্রথমে এসব স্বপ্নটপ্নের গল্প দেওয়া হয় কেন ? নায়িকার যখন জীবনের একমাত্র উদ্দেশ্য আদর্শ বউ এবং বউমা হওয়া !,Sarcastic,সব নতুন সিরিয়ালের নায়িকারাই যেকোনো কারণে প্রথমে এত ছোটে কেন বুঝতে পারিনা । তবে চিন্তা নেই প্রথম প্রথম ওই অনেক বড়ি বিক্রি ক্রিকেট খেলা অলিম্পিকে যাওয়ার স্বপ্ন দেখা অনেক কিছুই হবে । তারপর আর স্বপ্ন দেখার দরকার হবে না । কারণ বিরাট বড়লোক বাড়ির চরম উদ্ধত ছেলের সঙ্গে নায়িকার বিয়ে হয়ে যাবে তাও আবার সিঁদুর উড়ে এসে মাথায় পড়ে । তারপর সেই দিন থেকেই নায়িকা বরকে এবং তার পরিবারকে মানুষ করার কাজে নিজেকে উৎসর্গ করে দেবে । আমার কষ্ট করে এতগুলো শব্দ টাইপ করার পর চ্যানেলের কাছে একটাই প্রশ্ন তাহলে প্রথমে এসব স্বপ্নটপ্নের গল্প দেওয়া হয় কেন ? নায়িকার যখন জীবনের একমাত্র উদ্দেশ্য আদর্শ বউ এবং বউমা হওয়া !,1
এইটা অন্যায় । ব্রাজিল এর সাথে অবিচার । কারণ বর্তমান সবচেয়ে ভালো দল ব্রাজিল ।,Non-Sarcastic,এইটা অন্যায় । ব্রাজিল এর সাথে অবিচার । কারণ বর্তমান সবচেয়ে ভালো দল ব্রাজিল ।,0
ভুলবশত লাইক বাটনে চাপ পড়েছিল লাইক ফিরিয়ে নেওয়ার জন্য আন্তরিকভাবে দুঃখিত ।,Sarcastic,ভুলবশত লাইক বাটনে চাপ পড়েছিল লাইক ফিরিয়ে নেওয়ার জন্য আন্তরিকভাবে দুঃখিত ।,1
বাস্তবতা অনেক কঠিন কেউ ইচ্ছে করে বিদেশ পড়ে থাকে না উন্নত জিবন টাকা ছাড়া কয়জন নারী আপনার পাশে থাকবে,Non-Sarcastic,বাস্তবতা অনেক কঠিন কেউ ইচ্ছে করে বিদেশ পড়ে থাকে না উন্নত জিবন টাকা ছাড়া কয়জন নারী আপনার পাশে থাকবে,0
ডিপসিক মডেলকে ওপেনসোর্স করার ফলে ছোট উদ্যোক্তারা সহজেই কৃত্রিম বুদ্ধিমত্তা নিয়ে কাজ করতে পারবে,Non-Sarcastic,ডিপসিক মডেলকে ওপেনসোর্স করার ফলে ছোট উদ্যোক্তারা সহজেই কৃত্রিম বুদ্ধিমত্তা নিয়ে কাজ করতে পারবে,0
আলহামদুলিল্লাহ ভাই । অল্প কথায় অনেকগুলো হ্যাকস শিখায় দিলেন শুকরিয়া ।,Non-Sarcastic,আলহামদুলিল্লাহ ভাই । অল্প কথায় অনেকগুলো হ্যাকস শিখায় দিলেন শুকরিয়া ।,0
ভালো সিদ্ধান্ত নিয়েছো সোনারা দ্রত কাজটা সেরে ফেলো দেশে তোমাদের মত ছাত্র ছাত্রী না থাকলেও চলবে,Non-Sarcastic,ভালো সিদ্ধান্ত নিয়েছো সোনারা দ্রত কাজটা সেরে ফেলো দেশে তোমাদের মত ছাত্র ছাত্রী না থাকলেও চলবে,0
এই পোষ্ট দেখে পাশের বাড়ির ছোট চাচির বড় মেয়ের ননদের ভাসুরের মেজো শালিকার বান্ধবীর চাচাত ভাইয়ের গার্লফ্রেন্ডের মামাতো বোনের জামাইর বন্ধুর ছোট ভাবীর বড় বোনের মেয়েটা অজ্ঞান হয়ে পড়েছে।,Sarcastic,এই পোষ্ট দেখে পাশের বাড়ির ছোট চাচির বড় মেয়ের ননদের ভাসুরের মেজো শালিকার বান্ধবীর চাচাত ভাইয়ের গার্লফ্রেন্ডের মামাতো বোনের জামাইর বন্ধুর ছোট ভাবীর বড় বোনের মেয়েটা অজ্ঞান হয়ে পড়েছে।,1
বাবা মা কে করোনা আক্রান্ত করে মারতে যাচ্ছে এতো সুন্দর সুযোগ আর আসবেনা এই কুলাঙ্গার সন্তানদের ।,Sarcastic,বাবা মা কে করোনা আক্রান্ত করে মারতে যাচ্ছে এতো সুন্দর সুযোগ আর আসবেনা এই কুলাঙ্গার সন্তানদের ।,1
এখানে আমি দেখতে পারছি ড্যানি ড্যানিয়াল্স একা আর জনি সিন্স এর সব সদস্য বিন্দুদের এখন তো আপনারা বুঝতেই পারছেন এখানে কি হতে পারে ।,Sarcastic,এখানে আমি দেখতে পারছি ড্যানি ড্যানিয়াল্স একা আর জনি সিন্স এর সব সদস্য বিন্দুদের এখন তো আপনারা বুঝতেই পারছেন এখানে কি হতে পারে ।,1
পৃথিবীতে তিনটে কাজ করা একেবারেই অসম্ভব এক বা হাতিকে কোলে বসানো দুই বা পিঁপড়ের ঠোঁটে লিপস্টিক লাগানো তিন বা স্টার জলসার গাঁজাখুরি লেখিকাকে মানুষ বানানো ।,Sarcastic,পৃথিবীতে তিনটে কাজ করা একেবারেই অসম্ভব এক বা হাতিকে কোলে বসানো দুই বা পিঁপড়ের ঠোঁটে লিপস্টিক লাগানো তিন বা স্টার জলসার গাঁজাখুরি লেখিকাকে মানুষ বানানো ।,1
কাকলি ফার্নিচারের দিন শেষ নলকূপের বাংলাদেশ !,Sarcastic,কাকলি ফার্নিচারের দিন শেষ নলকূপের বাংলাদেশ !,1
জিহবায় ঝাল টক আর মিষ্টির স্বাদ তো বুঝি । এবার আমি ফুড ব্লগার,Non-Sarcastic,জিহবায় ঝাল টক আর মিষ্টির স্বাদ তো বুঝি । এবার আমি ফুড ব্লগার,0
পরী থেকে এখন হঠাত পাখি হওয়ার শখ কেন হলো চাচি ওহ আপনি ত আবার ডানা কাটা পরী উড়তে পারেন নি তাই পাখি হয়ে উড়তে চান,Sarcastic,পরী থেকে এখন হঠাত পাখি হওয়ার শখ কেন হলো চাচি ওহ আপনি ত আবার ডানা কাটা পরী উড়তে পারেন নি তাই পাখি হয়ে উড়তে চান,1
“আমি তোমাকে ছাড়া নাচবো না কথাটা প্রাক্তনকে বলার পরও বেঁচে আছি !,Sarcastic,আমি তোমাকে ছাড়া নাচবো না কথাটা প্রাক্তনকে বলার পরও বেঁচে আছি !,1
আমি মানবিক কারনে আমার জমিতে তাদের জমি ঠিকা দিয়ে বসবাসের অনুমতি দিয়েছিলাম ।,Sarcastic,আমি মানবিক কারনে আমার জমিতে তাদের জমি ঠিকা দিয়ে বসবাসের অনুমতি দিয়েছিলাম ।,1
যারা শর্ত মানাতে বাধ্য করার চেষ্টা করতেছে নিঃসন্দেহে তারা গোমরাহের ভিতর আছে,Non-Sarcastic,যারা শর্ত মানাতে বাধ্য করার চেষ্টা করতেছে নিঃসন্দেহে তারা গোমরাহের ভিতর আছে,0
"কি যে বলি যত শুনি ততই ভালো লাগে, অলে লুতুপুতু রে",Sarcastic,"কি যে বলি যত শুনি ততই ভালো লাগে, অলে লুতুপুতু রে",1
অসাধারণ হইছে ভাই । ভাই ভয়েসটা কি মাইক্রোফোন দিয়া করছেন নাকি ?,Non-Sarcastic,অসাধারণ হইছে ভাই । ভাই ভয়েসটা কি মাইক্রোফোন দিয়া করছেন নাকি ?,0
কানি নাকি প্রতিশোধ নিবে এও নাকি দেখতে হবে বিদায় পৃথিবী,Sarcastic,কানি নাকি প্রতিশোধ নিবে এও নাকি দেখতে হবে বিদায় পৃথিবী,1
এতো ফালতু আবেগে কেঁদে ফেলছি ভাই ।,Sarcastic,এতো ফালতু আবেগে কেঁদে ফেলছি ভাই ।,1
আলগা পীরিত দেখোই লাভ নাই তোমার ছাদে মাল নাই,Sarcastic,আলগা পীরিত দেখোই লাভ নাই তোমার ছাদে মাল নাই,1
সালামি আমাদের অর্থনৈতিক অধিকার । বড় মানুষেরা ইচ্ছা করে সমাজ বইয়ে উল্লেখ করেনি । তাহলে এই সমাজ বই পড়ে কি লাভ হলো।,Non-Sarcastic,সালামি আমাদের অর্থনৈতিক অধিকার । বড় মানুষেরা ইচ্ছা করে সমাজ বইয়ে উল্লেখ করেনি । তাহলে এই সমাজ বই পড়ে কি লাভ হলো।,0
আপনি বরাবরের মতই সুন্দর কথা বলেন । আপনার মনমানসিকতা ও শান্তিপূর্ণ ।,Non-Sarcastic,আপনি বরাবরের মতই সুন্দর কথা বলেন । আপনার মনমানসিকতা ও শান্তিপূর্ণ ।,0
মরি বাঁচি বাবা মা ছাড়া ঈদ করবো না অসাধারণ উক্তি,Sarcastic,মরি বাঁচি বাবা মা ছাড়া ঈদ করবো না অসাধারণ উক্তি,1
বিশাল একটা জনপ্রতিনিধি পরি আপা ওর পাশে থাকবে জনগণের আর কাজ কাম আছে তাই । তবে পাশে পাবে একটা সময় রাতে পরি আপার হট পিক বা শরীর দেখা যখন পোলাপান হস্তমৈথুন করে তখন,Sarcastic,বিশাল একটা জনপ্রতিনিধি পরি আপা ওর পাশে থাকবে জনগণের আর কাজ কাম আছে তাই । তবে পাশে পাবে একটা সময় রাতে পরি আপার হট পিক বা শরীর দেখা যখন পোলাপান হস্তমৈথুন করে তখন,1
কথাগুলো আসলে শতভাগ সত্যি ।,Non-Sarcastic,কথাগুলো আসলে শতভাগ সত্যি ।,0
